MAL_ID,Name,Score,Genres,Type,Premiered,Studios,Rating,Popularity
1932,Yes! Precure 5,7.14,"Action, Fantasy, Magic, School, Shoujo",TV,Winter 2007,Toei Animation,G - All Ages,4490
1933,Growlanser IV: Wayfarer of the Time,5.68,Action,OVA,Unknown,"feel., Zexcs",PG-13 - Teens 13 or older,9779
1935,Megazone 23,6.81,"Action, Sci-Fi, Music, Mystery, Romance, Mecha",OVA,Unknown,"Artland, AIC, Artmic",R+ - Mild Nudity,4244
1936,Misute♡naide Daisy,5.65,"Sci-Fi, Comedy, Romance, Shounen",TV,Summer 1997,Studio Deen,PG-13 - Teens 13 or older,9914
1937,Nakoruru: Ano Hito kara no Okurimono,5.53,"Fantasy, Supernatural, Historical, Drama",OVA,Unknown,Arms,R+ - Mild Nudity,9482
1938,Shin Kaitei Gunkan,6.1,"Action, Adventure, Fantasy, Historical, Military, Sci-Fi",OVA,Unknown,Phoenix Entertainment,PG-13 - Teens 13 or older,9456
1939,SD Gundam Gaiden,5.83,"Adventure, Comedy, Fantasy, Mecha",OVA,Unknown,Unknown,PG - Children,8403
1940,Outlanders,5.91,"Sci-Fi, Adventure, Comedy, Ecchi, Shounen",OVA,Unknown,AIC,R - 17+ (violence & profanity),6061
1941,Moonlight Mile 1st Season: Lift Off,7.18,"Adventure, Drama, Sci-Fi, Space",TV,Spring 2007,Studio Hibari,R+ - Mild Nudity,5072
1942,Rocket Girls,6.91,"Adventure, Sci-Fi, Space",TV,Winter 2007,Mook DLE,PG-13 - Teens 13 or older,5633
1943,Paprika,8.06,"Dementia, Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Movie,Unknown,Madhouse,R+ - Mild Nudity,361
1944,Photon,7.07,"Action, Adventure, Comedy, Drama, Ecchi, Mecha, Romance, Sci-Fi",OVA,Unknown,AIC,R+ - Mild Nudity,4539
1946,Ashita no Nadja,7.59,"Adventure, Drama, Historical, Romance, Shoujo",TV,Winter 2003,Toei Animation,G - All Ages,3303
1947,Kikou Sennyo Rouran,5.82,"Action, Fantasy, Mecha",TV,Fall 2002,Zexcs,PG-13 - Teens 13 or older,9323
1949,Mahou no Chocolate,5.28,"Drama, Romance",OVA,Unknown,Ishikawa Pro,G - All Ages,7825
1951,Manie-Manie: Meikyuu Monogatari,7.05,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",Movie,Unknown,Madhouse,PG-13 - Teens 13 or older,3380
1952,Vampire Hunter,6.63,"Action, Adventure, Supernatural, Drama, Vampire, Fantasy",OVA,Unknown,Madhouse,R - 17+ (violence & profanity),4229
1953,Code Geass: Hangyaku no Lelouch Picture Drama,6.97,"Comedy, School, Slice of Life",Special,Unknown,Sunrise,PG-13 - Teens 13 or older,2400
1954,Rayearth,6.89,"Action, Adventure, Fantasy",OVA,Unknown,TMS Entertainment,PG-13 - Teens 13 or older,4383
1955,Kimagure Robot,6.03,"Comedy, Fantasy, Sci-Fi",TV,Fall 2004,Studio 4°C,PG - Children,8758
1956,Ikkitousen: Dragon Destiny,6.8,"Action, Super Power, Ecchi, Martial Arts, School",TV,Winter 2007,Arms,R+ - Mild Nudity,1862
1957,Ai Tenshi Densetsu Wedding Peach DX,6.66,"Adventure, Magic, Comedy, Romance, Shoujo",OVA,Unknown,Unknown,G - All Ages,6524
1958,Wish,6.58,"Music, Shoujo",Music,Unknown,Unknown,G - All Ages,5720
1959,Wild 7,6.21,"Action, Police, Drama, Shounen",OVA,Unknown,Pierrot Plus,R - 17+ (violence & profanity),9071
1960,Sore Ike! Anpanman,6.38,"Comedy, Kids, Fantasy",TV,Fall 1988,TMS Entertainment,PG - Children,8580
1961,Arashi no Yoru ni,7.7,"Adventure, Comedy, Drama, Fantasy",Movie,Unknown,Group TAC,G - All Ages,3706
1962,Chikyuu Bouei Kazoku,6.57,"Action, Sci-Fi, Comedy, Drama",TV,Winter 2001,Group TAC,PG-13 - Teens 13 or older,9527
1964,Sakura Taisen: Ecole de Paris,6.44,"Action, Adventure, Game, Harem, Mecha, Sci-Fi",OVA,Unknown,Radix,PG-13 - Teens 13 or older,7608
1965,Sola,7.22,"Drama, Romance, Slice of Life, Supernatural",TV,Spring 2007,Nomad,PG-13 - Teens 13 or older,1519
1966,Ankoku Shinwa,4.21,"Demons, Fantasy, Horror, Mystery, Psychological, Supernatural",OVA,Unknown,Ajia-Do,R+ - Mild Nudity,8547
1967,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,7.16,"Military, Sci-Fi, Space, Drama, Mecha",Movie,Unknown,Sunrise,PG-13 - Teens 13 or older,4881
1968,Mobile Suit Zeta Gundam: A New Translation II - Lovers,7.06,"Military, Sci-Fi, Space, Drama, Romance, Mecha",Movie,Unknown,Sunrise,PG-13 - Teens 13 or older,5097
1969,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,7.15,"Military, Sci-Fi, Space, Drama, Mecha",Movie,Unknown,Sunrise,PG-13 - Teens 13 or older,5122
1972,Meitantei Holmes,7.37,"Action, Adventure, Mystery, Comedy, Police",TV,Fall 1984,"Gallop, TMS Entertainment",G - All Ages,5224
1973,X Densha de Ikou,5.77,"Mystery, Dementia, Supernatural",OVA,Unknown,Madhouse,R - 17+ (violence & profanity),8158
1974,Glass no Kamen (2005),8.09,"Drama, Shoujo",TV,Spring 2005,Tokyo Movie Shinsha,G - All Ages,2921
1975,Mutekiou Tri-Zenon,6.15,"Mecha, Sci-Fi",TV,Fall 2000,E&G Films,G - All Ages,10439
1977,Hijikata Toshizou: Shiro no Kiseki,6.2,"Action, Historical, Drama, Samurai",OVA,Unknown,Studio 4°C,PG-13 - Teens 13 or older,7984
1978,Onkyo Seimeitai Noiseman,6.52,"Action, Fantasy, Sci-Fi",Movie,Unknown,Studio 4°C,G - All Ages,5303
1979,Tobira wo Akete (1995),6.03,"Dementia, Fantasy",OVA,Unknown,Studio 4°C,G - All Ages,7477
1980,Trava: Fist Planet,6.56,"Action, Comedy, Mecha, Sci-Fi, Space",OVA,Unknown,Madhouse,PG-13 - Teens 13 or older,4367
1981,Twilight Q,6.34,"Sci-Fi, Mystery, Psychological",OVA,Unknown,"Ajia-Do, Studio Deen",PG-13 - Teens 13 or older,6021
1982,Osu,5.28,Slice of Life,Movie,Unknown,Mushi Production,PG-13 - Teens 13 or older,7886
1983,Black Jack: Futari no Kuroi Isha,7.22,Drama,Movie,Unknown,Tezuka Productions,PG-13 - Teens 13 or older,7029
1984,Memory,6.09,Mystery,Movie,Unknown,Unknown,PG-13 - Teens 13 or older,8265
1985,UFO Robo Grendizer,7.53,"Mecha, Sci-Fi, Shounen",TV,Fall 1975,Toei Animation,PG-13 - Teens 13 or older,5214
1986,Wakusei Robo Danguard Ace,6.33,"Mecha, Military, Sci-Fi, Shounen, Space",TV,Spring 1977,Toei Animation,PG-13 - Teens 13 or older,10029
1988,Himawari!!,6.47,"Comedy, Romance",TV,Winter 2007,Arms,PG-13 - Teens 13 or older,4940
1989,Shizuku,5.69,Comedy,Movie,Unknown,Mushi Production,PG - Children,8597
1990,Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,6.06,"Fantasy, Magic, Comedy",Movie,Unknown,J.C.Staff,G - All Ages,10227
1991,Juusou Kikou Dancougar Nova,5.99,Mecha,TV,Winter 2007,Production Reed,R+ - Mild Nudity,6540
1992,Chou Kousoku Gran Doll,5.53,"Action, Comedy, Mecha, School",OVA,Unknown,Unknown,R+ - Mild Nudity,9373
1993,Hanoka Recap,4.46,Sci-Fi,Special,Unknown,Unknown,PG-13 - Teens 13 or older,11120
1994,.hack//Tasogare no Udewa Densetsu: Offline de Aimashou,6.18,"Adventure, Comedy, Fantasy, Game, Sci-Fi",Special,Unknown,Unknown,PG - Children,4745
1995,Lingerie Senshi Papillon Rose,4.71,"Ecchi, Magic, Sci-Fi, Parody",OVA,Unknown,Studio Kelmadick,R+ - Mild Nudity,5831
1996,Full Moon wo Sagashite: Kawaii Kawaii Daibouken,6.72,"Comedy, Fantasy, Shoujo, Supernatural",Special,Unknown,Studio Deen,G - All Ages,5145
1998,Amazing Nuts!,6.58,"Adventure, Police, Romance, Music, Sci-Fi",Music,Unknown,Studio 4°C,G - All Ages,5301
1999,Sakura Taisen: Sumire,6.43,"Adventure, Drama, Mecha, Sci-Fi, Shounen",OVA,Unknown,Radix,PG-13 - Teens 13 or older,8226
2000,Roujin Z,7.05,"Comedy, Drama, Mecha, Sci-Fi",Movie,Unknown,APPP,PG-13 - Teens 13 or older,3388
2001,Tengen Toppa Gurren Lagann,8.66,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,Spring 2007,Gainax,PG-13 - Teens 13 or older,46
2002,Heroic Age,7.56,"Action, Mecha, Military, Sci-Fi, Space",TV,Spring 2007,Xebec,PG-13 - Teens 13 or older,1439
2003,Tokyo Vice,5.38,"Action, Sci-Fi, Mystery, Mecha",OVA,Unknown,J.C.Staff,PG-13 - Teens 13 or older,9505
2004,Hanada Shounen-shi,8.01,"Comedy, Drama, Seinen, Slice of Life, Supernatural",TV,Fall 2002,Madhouse,R - 17+ (violence & profanity),4602
2006,Yu☆Gi☆Oh! (Movie),6.91,"Game, Adventure, Comedy, Fantasy, Shounen",Movie,Unknown,Toei Animation,PG - Children,2437
2007,Dousou Kai Again,5.73,Hentai,OVA,Unknown,Arms,Rx - Hentai,8973
2008,Yawara!: Sore Yuke Koshinuke Kids!!,6.26,"Slice of Life, Comedy, Sports, Martial Arts",Movie,Unknown,Madhouse,PG-13 - Teens 13 or older,9343
2009,Yawara!: Zutto Kimi no Koto ga...,7.24,"Action, Slice of Life, Comedy, Sports, Drama, Martial Arts",Special,Unknown,Madhouse,PG-13 - Teens 13 or older,8880
2010,Taiho Shichau zo in America,6.56,"Action, Comedy, Police, Shounen",Special,Unknown,Studio Deen,PG-13 - Teens 13 or older,7074
2011,Taiho Shichau zo Special,7.06,"Action, Comedy, Police, Shounen",TV,Spring 1999,Studio Deen,PG-13 - Teens 13 or older,6485
2012,Jigoku Sensei Nube,7.55,"Adventure, Comedy, Horror, Romance, School, Shounen, Supernatural",TV,Spring 1996,Toei Animation,PG-13 - Teens 13 or older,4134
2013,Taiho Shichau zo The Movie,7.38,"Action, Comedy, Drama, Police, Shounen",Movie,Unknown,Studio Deen,PG-13 - Teens 13 or older,5759
2014,Taiho Shichau zo: Second Season,7.41,"Action, Comedy, Police, Shounen",TV,Spring 2001,Studio Deen,PG-13 - Teens 13 or older,5257
2015,Wind: A Breath of Heart,6.11,"Comedy, School",OVA,Unknown,Ajia-Do,PG-13 - Teens 13 or older,8646
2016,Mermaid Forest OVA,6.78,"Mystery, Horror, Drama, Fantasy",OVA,Unknown,Studio Pierrot,R - 17+ (violence & profanity),6071
2017,Mermaid's Scar,6.82,"Drama, Fantasy, Horror, Mystery",OVA,Unknown,Madhouse,R - 17+ (violence & profanity),5904
2018,Warau Hyouteki,6.24,"Horror, Mystery",OVA,Unknown,Studio Pierrot,R - 17+ (violence & profanity),7307
2019,DNA Sights 999.9,6.07,"Action, Adventure, Drama, Sci-Fi",OVA,Unknown,Madhouse,PG-13 - Teens 13 or older,8466
2020,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,7.24,"Adventure, Comedy, Historical, Fantasy, Shounen",Special,Unknown,Toei Animation,PG-13 - Teens 13 or older,3217
2021,Youkou no Ken,6.12,"Adventure, Comedy, Hentai",OVA,Unknown,Unknown,Rx - Hentai,8046
2022,Fight!!,5.06,"Action, Fantasy, Supernatural",OVA,Unknown,J.C.Staff,PG-13 - Teens 13 or older,10323
2023,Bakuen Campus Guardress,6.09,"Action, Comedy, Supernatural, School, Shounen",OVA,Unknown,Production I.G,R - 17+ (violence & profanity),8181
2024,Yoshimune,5.98,"Comedy, Historical",TV,Spring 2006,Unknown,PG - Children,11709
2025,Darker than Black: Kuro no Keiyakusha,8.12,"Action, Sci-Fi, Mystery, Super Power",TV,Spring 2007,Bones,R - 17+ (violence & profanity),113
2026,Hayate no Gotoku!,7.58,"Action, Harem, Comedy, Parody, Romance, Shounen",TV,Spring 2007,SynergySP,PG-13 - Teens 13 or older,766
2027,Wind: A Breath of Heart Specials,6.24,"Comedy, Romance, School",Special,Unknown,Unknown,PG-13 - Teens 13 or older,9121
2028,Zettai Muteki Raijin-Oh (1992),6.44,"Sci-Fi, Mecha, Shounen",OVA,Unknown,Sunrise,G - All Ages,12212
2029,Sirius no Densetsu,6.73,"Drama, Fantasy, Romance",Movie,Unknown,Sanrio,PG-13 - Teens 13 or older,7033
2030,El Cazador de la Bruja,7.24,"Adventure, Drama, Mystery",TV,Spring 2007,Bee Train,PG-13 - Teens 13 or older,2382
2031,Shining Tears X Wind,6.52,"Action, Adventure, Fantasy, Magic",TV,Spring 2007,Studio Deen,PG-13 - Teens 13 or older,2928
2032,Wellber no Monogatari: Sisters of Wellber,6.68,"Action, Adventure, Comedy, Drama, Fantasy, Historical",TV,Spring 2007,Trans Arts,PG-13 - Teens 13 or older,5385
2033,Tamala 2010: A Punk Cat in Space,6.18,"Comedy, Dementia, Psychological, Sci-Fi",Movie,Unknown,Unknown,R - 17+ (violence & profanity),5682
2034,Lovely★Complex,8.06,"Comedy, Romance, Shoujo",TV,Spring 2007,Toei Animation,PG-13 - Teens 13 or older,299
2035,Eikoku Koi Monogatari Emma: Molders-hen,7.87,"Slice of Life, Romance, Historical, Drama, Seinen",TV,Spring 2007,Ajia-Do,G - All Ages,3583
2036,Cosmic Baton Girl Comet-san☆,7.15,"Adventure, Comedy, Drama, Magic, Sci-Fi",TV,Spring 2001,Nippon Animation,G - All Ages,7736
2037,Hime-chan no Ribbon,7.44,"Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,Fall 1992,Gallop,PG - Children,5747
2038,Mahou no Star Magical Emi,6.7,"Comedy, Magic, Shoujo, Slice of Life",TV,Summer 1985,Studio Pierrot,G - All Ages,7435
2039,Mahou no Yousei Persia,6.63,"Comedy, Magic",TV,Summer 1984,Studio Pierrot,PG - Children,8612
2040,Mahou no Angel Sweet Mint,6.37,"Magic, Shoujo",TV,Spring 1990,Production Reed,G - All Ages,8951
2041,Ai to Yuuki no Pig Girl Tonde Buurin,6.63,"Parody, Adventure, Fantasy, Magic, Comedy, Romance, School, Shoujo",TV,Fall 1994,Nippon Animation,G - All Ages,5193
2042,Five Star Stories,6.6,"Action, Drama, Fantasy, Mecha, Sci-Fi",Movie,Unknown,Sunrise,R - 17+ (violence & profanity),4886
2043,Cat's Eye,7.18,"Action, Adventure, Comedy, Mystery, Romance",TV,Summer 1983,Tokyo Movie Shinsha,PG-13 - Teens 13 or older,4222
2044,Mahou no Tenshi Creamy Mami,7.13,"Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shoujo",TV,Summer 1983,Studio Pierrot,G - All Ages,4829
2045,Mahou no Tenshi Creamy Mami: Eien no Once More,6.24,"Comedy, Fantasy, Magic, Romance, Shoujo",OVA,Unknown,Studio Pierrot,G - All Ages,10368
2046,Mahou no Tenshi Creamy Mami: Long Goodbye,6.29,"Comedy, Fantasy, Magic, Romance, Shoujo",OVA,Unknown,Studio Pierrot,G - All Ages,10529
2047,Ningyo,6.39,Fantasy,Movie,Unknown,Mushi Production,G - All Ages,7474
2048,Kikou Ryohei Mellowlink,7.12,"Action, Mecha, Military, Sci-Fi",OVA,Unknown,Sunrise,PG-13 - Teens 13 or older,5631
2049,Kouryuu Densetsu Villgust,6.06,"Action, Adventure, Comedy, Fantasy, Romance",OVA,Unknown,animate Film,PG-13 - Teens 13 or older,9206
2050,Honoo no Tenkousei,6.68,"Action, Comedy, Martial Arts, Parody, School, Shounen, Sports",OVA,Unknown,Gainax,PG-13 - Teens 13 or older,6367
2051,Akai Kiba: Blue Sonnet,6.01,"Action, Drama, Sci-Fi, Shoujo, Super Power",OVA,Unknown,Tatsunoko Production,R+ - Mild Nudity,9023
2052,Nozomi Witches,6.29,"Romance, Sports",OVA,Unknown,Group TAC,PG-13 - Teens 13 or older,9776
2053,Capricorn,5.47,"Sci-Fi, Adventure, Comedy, Fantasy, Shounen",OVA,Unknown,Aubec,PG-13 - Teens 13 or older,8457
2054,Carol,5.17,"Fantasy, Magic, Shoujo",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,10146
2055,Coo: Tooi Umi kara Kita Coo,6.71,"Adventure, Slice of Life, Mystery, Drama",Movie,Unknown,Toei Animation,G - All Ages,9203
2056,Cosmo Police Justy,5.49,"Action, Space, Super Power, Supernatural, Sci-Fi, Shounen",OVA,Unknown,Studio Pierrot,PG-13 - Teens 13 or older,8858
2057,Ojousama Sousamou,4.88,"Action, Comedy, Mystery, Police",OVA,Unknown,"Gainax, Studio 4°C",PG-13 - Teens 13 or older,8237
2058,Delpower X Bakuhatsu Miracle Genki!,5.48,"Action, Sci-Fi, Comedy, Parody, Mecha, School",OVA,Unknown,Big Bang,PG-13 - Teens 13 or older,10200
2059,Mainichi ga Nichiyoubi,6.2,"Comedy, Police, Romance",OVA,Unknown,Production I.G,R+ - Mild Nudity,9753
2060,Gall Force 1: Eternal Story,6.47,"Action, Military, Sci-Fi, Adventure, Space, Mecha",Movie,Unknown,"AIC, Artmic, animate Film",R+ - Mild Nudity,6325
2061,Gall Force 2: Destruction,6.4,"Action, Military, Sci-Fi, Space",OVA,Unknown,"AIC, Artmic, animate Film",R+ - Mild Nudity,8221
2062,Gall Force 3: Stardust War,6.38,"Action, Military, Sci-Fi, Space",OVA,Unknown,"AIC, Artmic, animate Film",R+ - Mild Nudity,8412
2063,Rhea Gall Force,6.29,"Action, Military, Sci-Fi, Mecha",OVA,Unknown,"AIC, Artmic, animate Film",R - 17+ (violence & profanity),8551
2064,Gall Force: Chikyuu Shou,6.23,"Action, Military, Sci-Fi, Mecha",OVA,Unknown,AIC,R+ - Mild Nudity,8607
2065,Gall Force: New Era,5.78,"Action, Military, Sci-Fi, Space, Mecha",OVA,Unknown,AIC,R+ - Mild Nudity,9098
2066,Gall Force: The Revolution,6.01,"Action, Military, Sci-Fi, Adventure, Space, Mecha",OVA,Unknown,AIC,R+ - Mild Nudity,9758
2067,Gekiganger 3: The Movie,6.5,"Action, Comedy, Mecha, Parody, Sci-Fi, Shounen",OVA,Unknown,Xebec,PG-13 - Teens 13 or older,7239
2068,Sousei Kishi Gaiarth,6.25,"Action, Sci-Fi, Adventure, Fantasy, Mecha",OVA,Unknown,"AIC, Studio Kyuuma",PG-13 - Teens 13 or older,8534
2069,Onna Senshi Efe & Jira: Gude no Monshou,5.57,"Adventure, Fantasy",Movie,Unknown,J.C.Staff,PG-13 - Teens 13 or older,10401
2070,Guy: Youma Kakusei,5.55,"Action, Sci-Fi, Hentai, Space",OVA,Unknown,Unknown,Rx - Hentai,8968
2071,Hana yori Dango (Movie),6.37,"Drama, Romance, Shoujo",Movie,Unknown,Unknown,PG-13 - Teens 13 or older,5744
2072,Idol Project,5.7,"Adventure, Comedy, Music",OVA,Unknown,Studio OX,PG-13 - Teens 13 or older,9286
2073,Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka,Unknown,"Horror, Shoujo",OVA,Unknown,Unknown,R - 17+ (violence & profanity),11317
2074,Kero Kero Chime,6.39,"Adventure, Fantasy, Comedy",TV,Spring 1997,Unknown,PG-13 - Teens 13 or older,10454
2075,Kiko-chan Smile,6.39,"Adventure, Comedy, Josei, Slice of Life",TV,Fall 1996,"Eiken, Magic Bus",PG-13 - Teens 13 or older,10889
2076,Kindaichi Shounen no Jikenbo,7.98,"Mystery, Shounen",TV,Spring 1997,Toei Animation,R - 17+ (violence & profanity),3514
2077,Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,7.06,"Mystery, School, Shounen",Movie,Unknown,Toei Animation,PG-13 - Teens 13 or older,8056
2078,Landlock,5.56,"Adventure, Fantasy, Sci-Fi",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,9055
2079,Majuu Senshi Luna Varga,5.86,"Adventure, Comedy, Ecchi, Fantasy, Magic",OVA,Unknown,"AIC, Studio Hakk",R+ - Mild Nudity,9697
2080,Majokko Club Yoningumi: A Kuukan kara no Alien X,5.75,"Action, Parody, Magic, Comedy, Sci-Fi",OVA,Unknown,Studio Pierrot,PG-13 - Teens 13 or older,10655
2081,Makeruna! Makendou,5.67,"Magic, Comedy, Shounen",OVA,Unknown,OLM,R+ - Mild Nudity,10359
2082,Marriage: Kekkon,5.43,"Romance, Slice of Life",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,9996
2083,Natsuki Crisis,6.23,"Action, Martial Arts, School",OVA,Unknown,Madhouse,PG-13 - Teens 13 or older,8459
2084,NG Knight Ramune & 40,6.93,"Adventure, Comedy, Fantasy, Mecha, Shounen",TV,Spring 1990,Production Reed,PG-13 - Teens 13 or older,8362
2085,NG Knight Ramune & 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,6.32,"Adventure, Comedy, Fantasy, Mecha, Shounen",OVA,Unknown,Production Reed,PG-13 - Teens 13 or older,10750
2086,NG Knight Ramune & 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,6.37,"Adventure, Fantasy, Comedy, Shounen",OVA,Unknown,Production Reed,PG-13 - Teens 13 or older,10745
2087,VS Knight Lamune & 40 Fire,6.83,"Action, Comedy, Fantasy, Mecha, Shounen",TV,Spring 1996,Production Reed,PG-13 - Teens 13 or older,8637
2088,Nora,4.49,"Sci-Fi, Adventure, Space",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,9028
2089,Choujikuu Seiki Orguss,6.52,"Action, Sci-Fi, Adventure, Romance, Mecha",TV,Summer 1983,Artland,PG-13 - Teens 13 or older,6711
2090,Choujikuu Seiki Orguss 02,6.73,"Action, Sci-Fi, Adventure, Romance, Mecha",OVA,Unknown,J.C.Staff,PG-13 - Teens 13 or older,7942
2091,Oshare Kozou wa Hanamaru,5.65,"Romance, Shoujo",OVA,Unknown,Madhouse,PG-13 - Teens 13 or older,11072
2092,Kiss wa Hitomi ni Shite,5.89,"Drama, Romance, Shoujo",OVA,Unknown,Madhouse,PG-13 - Teens 13 or older,10537
2093,Pops,5.48,"Romance, Shoujo, Slice of Life",OVA,Unknown,Madhouse,PG-13 - Teens 13 or older,10765
2094,Relic Armor Legaciam,5.61,"Action, Mecha, Sci-Fi",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,9656
2095,Salamander,5.92,"Adventure, Sci-Fi",OVA,Unknown,Studio Pierrot,PG-13 - Teens 13 or older,10042
2096,Sequence,5.56,"Romance, Sci-Fi, Shoujo",OVA,Unknown,Unknown,G - All Ages,10776
2097,Tokumu Sentai Shinesman,6.77,"Action, Comedy, Sci-Fi",OVA,Unknown,Production I.G,PG-13 - Teens 13 or older,8189
2098,"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",7.43,"Ecchi, Slice of Life, Fantasy, Magic, Comedy, Romance, Drama, Shounen",Movie,Unknown,Studio Pierrot,R - 17+ (violence & profanity),5684
2099,Silent Möbius: The Motion Picture,6.31,"Sci-Fi, Adventure, Supernatural",Movie,Unknown,AIC,PG-13 - Teens 13 or older,7224
2100,Silent Möbius 2,6.29,"Sci-Fi, Adventure, Demons, Fantasy, Seinen",Movie,Unknown,AIC,PG-13 - Teens 13 or older,8158
2101,Singles,5.53,"Romance, Shoujo",OVA,Unknown,Madhouse,PG-13 - Teens 13 or older,10548
2102,Tattoon Master,6.14,"Adventure, Comedy, Slice of Life, Supernatural",OVA,Unknown,AIC,PG-13 - Teens 13 or older,8254
2103,TO-Y,6.18,"Drama, Music, Shounen",OVA,Unknown,Gallop,PG-13 - Teens 13 or older,8561
2104,Seto no Hanayome,7.75,"Comedy, Parody, Romance, School, Shounen",TV,Spring 2007,Gonzo,PG-13 - Teens 13 or older,522
2105,Touka Gettan,6.56,"Supernatural, Drama, Romance",TV,Spring 2007,Studio Deen,R - 17+ (violence & profanity),3873
2106,Kiss Dum: Engage Planet,6.6,"Mecha, Military, Sci-Fi",TV,Spring 2007,Satelight,PG-13 - Teens 13 or older,5058
2107,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,7.35,"Action, Adventure, Fantasy, Shounen",Movie,Unknown,Toei Animation,PG-13 - Teens 13 or older,2275
2108,Rockman.EXE Axess,7.14,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",TV,Fall 2003,Xebec,PG - Children,4230
2109,Rockman.EXE Stream,7.08,"Action, Adventure, Game, Mecha, School, Sci-Fi, Shounen",TV,Fall 2004,Xebec,PG - Children,5444
2110,Rockman.EXE Beast,7.06,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,Fall 2005,Xebec,PG - Children,5743
2111,Rockman.EXE Movie: Hikari to Yami no Program,7.21,"Action, Adventure, Game, Kids",Movie,Unknown,Xebec,PG - Children,7236
2112,Over Drive,7.59,"Shounen, Sports",TV,Spring 2007,Xebec,PG-13 - Teens 13 or older,2571
2113,Tenkuu Senki Shurato,7.23,"Action, Magic, Fantasy, Shounen",TV,Spring 1989,Tatsunoko Production,PG-13 - Teens 13 or older,5177
2114,Tenkuu Senki Shurato: Sousei e no Anto,6.48,"Action, Fantasy, Magic, Shounen",OVA,Unknown,Tatsunoko Production,PG-13 - Teens 13 or older,9421
2116,Captain Tsubasa,7.3,"Action, Shounen, Sports",TV,Fall 1983,Tsuchida Productions,G - All Ages,1879
2117,Shin Captain Tsubasa,7.14,"Action, Sports, Shounen",OVA,Unknown,Nippon Animation,G - All Ages,5002
2118,Captain Tsubasa: Europe Daikessen,6.9,"Action, Sports, Shounen",Movie,Unknown,Unknown,G - All Ages,6554
2119,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,6.75,"Action, Sports, Shounen",Movie,Unknown,Unknown,G - All Ages,7052
2120,Captain Tsubasa: Asu ni Mukatte Hashire!,6.7,"Action, Sports, Shounen",Movie,Unknown,Unknown,G - All Ages,7123
2121,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,6.82,"Action, Shounen, Sports",Movie,Unknown,Unknown,G - All Ages,7052
